# source, target, weight, time
0,22238,1,1266192000
0,10772,1,1266192000
0,10073,1,1266278408
0,22405,1,1266192000
0,22485,1,1266192000
0,22496,1,1266192000
0,22629,1,1266192000
0,10715,1,1266192000
0,22779,1,1266192000
0,6836,1,1266192000
0,23094,1,1266192000
0,1507,1,1266278919
0,23561,1,1266192000
0,23726,1,1266939439
0,8820,1,1266192000
0,23850,1,1266192000
0,20387,1,1266192000
0,2495,1,1266278403
0,20054,1,1266192000
0,2652,1,1266192000
0,22550,1,1266192000
0,24598,1,1266192000
0,17017,1,1266192000
0,24736,1,1266192000
0,24846,1,1266192000
0,25109,1,1266192000
0,10423,1,1266278600
0,15352,1,1266278610
0,9940,1,1266192000
0,25631,1,1266192000
0,5306,1,1266205732
0,25716,1,1266192000
0,25748,1,1266192000
0,23955,1,1266192000
0,12054,1,1266192000
0,26288,1,1266192000
0,26342,1,1266192000
0,22852,1,1266192000
0,13262,1,1266268670
0,13586,1,1266192000
0,13673,1,1266192000
0,26791,1,1266192000
0,5887,1,1266307199
0,13313,1,1266192000
0,19214,1,1266192000
0,27182,1,1266278402
0,17502,1,1266192000
0,27321,1,1266192000
0,15404,1,1266192000
0,1507,1,1266278913
0,16106,1,1266278911
0,2225,1,1266278403
0,27230,1,1266278401
0,23927,1,1266278893
0,21331,1,1266192000
0,28551,1,1266192000
0,6980,1,1266192000
0,28688,1,1266307198
0,21167,1,1266192000
0,8848,1,1266192000
0,28997,1,1266192000
0,21780,1,1266192000
0,19435,1,1266192000
0,360,1,1266192000
0,9198,1,1266192000
0,14406,1,1266192000
0,28520,1,1266192000
0,29828,1,1266192000
0,1510,1,1266631200
0,14324,1,1266192000
0,29459,1,1266192000
0,30033,1,1266192000
0,14515,1,1266268670
0,13285,1,1266192000
0,30154,1,1266192000
0,30255,1,1266192000
0,21820,1,1266192000
0,30535,1,1266192000
0,17173,1,1266196556
0,30624,1,1266192000
0,30689,1,1266307199
0,30698,1,1266278600
0,24577,1,1266192000
0,5705,1,1266192000
0,28649,1,1266192000
0,6567,1,1266278951
0,20035,1,1266192000
0,31403,1,1266192000
0,19860,1,1266192000
0,23284,1,1266192000
0,30778,1,1267448471
0,11395,1,1266278608
0,31874,1,1266192000
0,10093,1,1266278408
0,10016,1,1266192000
0,10306,1,1266192000
0,15588,1,1266217336
0,32245,1,1266192000
0,5975,1,1266192000
0,7318,1,1266192000
0,1510,1,1266219560
0,32583,1,1266582304
0,22198,1,1266192000
0,1721,1,1266192000
0,31152,1,1266192000
0,32786,1,1266192000
0,32866,1,1266192000
0,1665,1,1266192000
0,33103,1,1266192000
0,21665,1,1266217337
0,33144,1,1266192000
0,28084,1,1266192000
0,23292,1,1266585567
0,8237,1,1266278912
0,1777,1,1267427887
0,1248,1,1266192000
0,33583,1,1266192000
0,25392,1,1266276254
0,33660,1,1266192000
0,19270,1,1266192000
0,21829,1,1266192000
0,8120,1,1266192000
0,6674,1,1266192000
0,22538,1,1266192000
0,31216,1,1266192000
0,29071,1,1266522451
0,33982,1,1266192000
0,34017,1,1266192000
0,34043,1,1266192000
0,19194,1,1266192000
0,717,1,1267919897
0,18716,1,1266192000
0,31536,1,1266192000
0,763,1,1266192000
2,3,1,1266474818
2,1503,1,1266192000
2,7100,1,1266298706
2,12029,1,1266192000
2,2487,1,1266307199
2,9093,1,1266192000
2,1503,1,1266700727
2,34200,1,1266192000
4,5,1,1266213618
4,612,1,1266192000
4,653,1,1266192402
4,680,1,1266192000
4,750,1,1266616584
4,787,1,1266307204
4,817,1,1266307200
4,959,1,1266224107
4,236,1,1266224108
4,1166,1,1266238540
4,1225,1,1266192029
4,1257,1,1266307200
4,621,1,1267525175
4,1276,1,1266224107
4,140,1,1266307199
4,1679,1,1266224107
4,1033,1,1266307202
4,10,1,1266192005
4,1823,1,1266192000
4,1926,1,1266192000
4,1977,1,1266307200
4,390,1,1266192029
4,2120,1,1266242500
4,948,1,1266224107
4,103,1,1266307199
4,2277,1,1266307200
4,463,1,1266192035
4,2348,1,1266835394
4,866,1,1266307200
4,589,1,1266225322
4,706,1,1266216657
4,598,1,1266307199
4,2635,1,1266224107
4,2734,1,1266224107
4,2790,1,1266307202
4,2532,1,1266307199
4,1538,1,1266307200
4,2972,1,1267170715
4,3002,1,1266307200
4,141,1,1266307202
4,86,1,1266192029
4,3263,1,1266224107
4,440,1,1266220282
4,1053,1,1266224107
4,3102,1,1266224107
4,3681,1,1266307200
4,399,1,1266225543
4,1012,1,1266307204
4,3696,1,1266262279
4,559,1,1266513057
4,1091,1,1266307199
4,932,1,1266307199
4,1462,1,1266307200
4,726,1,1266307200
4,4161,1,1266192310
4,3647,1,1266307200
4,242,1,1266194394
4,244,1,1266307200
4,1817,1,1266307199
4,4335,1,1266307204
4,1538,1,1266307200
4,2341,1,1266307200
4,1374,1,1266455932
4,4003,1,1267612591
4,1524,1,1266307200
4,802,1,1266307199
4,4812,1,1266192029
4,362,1,1266307199
4,1760,1,1266307199
4,632,1,1266224107
4,1107,1,1266307200
4,5070,1,1267861219
4,221,1,1266307200
4,215,1,1266225321
4,899,1,1266307200
4,535,1,1266307199
4,5214,1,1266192000
4,373,1,1266307199
4,4028,1,1266307200
4,1223,1,1267525965
4,5293,1,1266192000
4,3634,1,1266307200
4,1939,1,1266203935
4,337,1,1266192029
4,43,1,1266193827
4,5253,1,1266224107
4,2728,1,1266307202
4,3311,1,1266307200
4,767,1,1266194576
4,4808,1,1266307200
4,2814,1,1266199220
4,3513,1,1266307200
4,977,1,1266307202
4,3305,1,1266192250
4,3506,1,1266307200
4,154,1,1266307200
4,578,1,1266616818
4,5551,1,1266307200
4,450,1,1266192211
4,1633,1,1266239559
4,2664,1,1267618800
4,5930,1,1266321649
4,89,1,1266307200
4,630,1,1266307200
4,2549,1,1266307199
4,2855,1,1266230629
4,3001,1,1266225322
4,1787,1,1266307200
4,2622,1,1266307202
4,882,1,1266307199
4,3332,1,1266307200
4,6480,1,1266268128
4,143,1,1266253576
4,333,1,1266192029
4,1247,1,1266222076
4,132,1,1266192029
4,3971,1,1266307200
4,2185,1,1266307201
4,3827,1,1266245687
4,413,1,1266307200
4,378,1,1266196399
4,2010,1,1267778999
4,1600,1,1266365009
4,847,1,1266192029
4,2388,1,1266267976
4,1544,1,1266294156
4,1880,1,1266307199
4,2055,1,1266224107
4,948,1,1267084933
4,4460,1,1266225907
4,2645,1,1266225322
4,186,1,1266307200
4,1730,1,1266307200
4,1854,1,1266221631
4,841,1,1266307199
4,341,1,1266307202
4,669,1,1266200078
4,1948,1,1266307200
4,2278,1,1266307200
4,325,1,1266192127
4,3450,1,1266307200
4,4950,1,1266192000
4,581,1,1266307200
4,292,1,1266307200
4,394,1,1267021825
4,7819,1,1266192000
4,163,1,1266307200
4,355,1,1266192029
4,3049,1,1266213728
4,7937,1,1266192000
4,2532,1,1267104756
4,799,1,1268148415
4,512,1,1266241641
4,1998,1,1266307199
4,6839,1,1266307200
4,831,1,1266224107
4,2987,1,1266307200
4,3406,1,1266231025
4,344,1,1266307201
4,2924,1,1266307199
4,2516,1,1266216688
4,158,1,1266224107
4,1188,1,1266307200
4,2120,1,1266242501
4,1143,1,1266307200
4,945,1,1267282318
4,2923,1,1266307200
4,691,1,1266224107
4,5113,1,1266307200
4,75,1,1266219341
4,5257,1,1266224107
4,519,1,1266206237
4,783,1,1266235706
4,1263,1,1266307200
4,3442,1,1266307204
4,147,1,1266307202
4,381,1,1266226052
4,1105,1,1266307203
4,866,1,1266307204
4,2599,1,1266209464
4,3971,1,1266307200
4,5113,1,1266192000
4,1214,1,1266307199
4,77,1,1266220860
4,734,1,1266307200
4,3083,1,1266192060
4,56,1,1266307200
4,2739,1,1266218809
4,116,1,1266225322
4,856,1,1266307200
4,655,1,1266307200
4,5771,1,1266593858
4,9681,1,1266307199
4,2232,1,1266192000
4,2449,1,1266224107
4,155,1,1266210549
4,8662,1,1266307200
4,349,1,1266231571
4,9807,1,1266192000
4,5609,1,1266307199
4,86,1,1266192035
4,2216,1,1266225688
4,2278,1,1267101321
4,4950,1,1266197068
4,3239,1,1266307200
4,2457,1,1266307200
4,334,1,1266307202
4,4460,1,1266307199
4,595,1,1266307200
4,787,1,1266307202
4,3309,1,1266213608
4,854,1,1266199008
4,5185,1,1266307202
4,1162,1,1266307202
4,809,1,1266219021
4,7722,1,1266307199
4,5130,1,1266224107
4,61,1,1266307199
4,10266,1,1266192000
4,1687,1,1266307200
4,642,1,1266307200
4,3069,1,1266192000
4,1854,1,1267448835
4,85,1,1266253242
4,154,1,1266228753
4,1462,1,1266192000
4,1087,1,1266216837
4,1988,1,1267536925
4,5257,1,1267288491
4,10712,1,1266192000
4,877,1,1266307200
4,2465,1,1266192150
4,1880,1,1266307200
4,23,1,1266231944
4,1462,1,1266192000
4,798,1,1266307200
4,877,1,1266192302
4,3426,1,1266192000
4,5863,1,1266507716
4,193,1,1266307200
4,1100,1,1266224107
4,851,1,1266307200
4,451,1,1266307200
4,700,1,1266307200
4,3046,1,1266307200
4,1911,1,1266201523
4,863,1,1266307200
4,1384,1,1266307199
4,4909,1,1266307200
4,1760,1,1266218762
4,3061,1,1266307199
4,400,1,1266307200
4,4103,1,1266224107
4,1557,1,1266307200
4,866,1,1266307200
4,1118,1,1266288851
4,2833,1,1266307199
4,2010,1,1267778973
4,517,1,1266307200
4,3347,1,1266194120
4,7972,1,1266307201
4,7749,1,1266307199
4,4898,1,1266307203
4,767,1,1266307199
4,1143,1,1266307200
4,2516,1,1266450714
4,341,1,1266307202
4,1093,1,1266235021
4,2317,1,1266230055
4,4950,1,1266192000
4,2137,1,1266307199
4,3043,1,1266307200
4,798,1,1266253424
4,12032,1,1266224107
4,192,1,1266213608
4,1680,1,1266307200
4,155,1,1266210274
4,8910,1,1266224107
4,3787,1,1266224107
4,1476,1,1266307200
4,2317,1,1267492801
4,404,1,1266307199
4,403,1,1266524831
4,935,1,1266307200
4,1734,1,1266274930
4,12481,1,1266192000
4,5536,1,1266235736
4,3426,1,1266307200
4,2017,1,1266224107
4,2574,1,1266307199
4,5649,1,1266307200
4,556,1,1266217066
4,1755,1,1266412350
4,1105,1,1266307199
4,7313,1,1266562330
4,3022,1,1266307201
4,1577,1,1266307200
4,1142,1,1266307200
4,333,1,1266224107
4,2126,1,1266307199
4,5551,1,1266307200
4,1977,1,1266281055
4,116,1,1266236799
4,6931,1,1266224107
4,1938,1,1266197794
4,650,1,1266307200
4,782,1,1266209404
4,5942,1,1266307199
4,901,1,1266307200
4,70,1,1266307200
4,695,1,1266195126
4,1813,1,1266307199
4,242,1,1266194401
4,4558,1,1266192029
4,1266,1,1266307200
4,2156,1,1266307199
4,66,1,1266307202
4,508,1,1266307202
4,3036,1,1267265747
4,2610,1,1266307200
4,809,1,1266219035
4,1363,1,1266307200
4,2987,1,1266307199
4,3629,1,1266200069
4,8977,1,1266307201
4,1165,1,1266307202
4,13386,1,1266307202
4,2441,1,1266307199
4,1440,1,1266307200
4,2137,1,1266307200
4,583,1,1266197559
4,670,1,1266194120
4,693,1,1266215671
4,522,1,1266307200
4,1116,1,1266284744
4,550,1,1266307200
4,3890,1,1266307200
4,2327,1,1266472886
4,1590,1,1266307199
4,3368,1,1266307202
4,220,1,1266220659
4,2531,1,1266214682
4,7187,1,1266192000
4,36,1,1266307199
4,3833,1,1266307200
4,5778,1,1266307200
4,322,1,1266307199
4,1258,1,1266285627
4,1118,1,1266307201
4,5064,1,1268147034
4,2110,1,1266225931
4,12294,1,1267008232
4,5609,1,1266307199
4,8988,1,1266307199
4,726,1,1266192090
4,1543,1,1266307200
4,581,1,1266307200
4,254,1,1266307203
4,328,1,1266307200
4,1975,1,1266307200
4,707,1,1266192818
4,3420,1,1266278203
4,169,1,1266221102
4,1228,1,1266307200
4,14187,1,1266224107
4,1714,1,1266481111
4,1284,1,1266307201
4,159,1,1266192029
4,4177,1,1266224107
4,848,1,1266307199
4,1638,1,1266193575
4,1368,1,1266307200
4,512,1,1266307199
4,1206,1,1266307199
4,11342,1,1266307198
4,601,1,1266307200
4,680,1,1266192000
4,2756,1,1266307202
4,192,1,1266192029
4,2126,1,1266307199
4,2185,1,1266307201
4,60,1,1266230328
4,7313,1,1266402336
4,373,1,1266307199
4,1251,1,1266200199
4,1162,1,1266307202
4,5649,1,1266307200
4,1044,1,1266194120
4,847,1,1266192035
4,463,1,1266192029
4,900,1,1266192515
4,329,1,1266224107
4,2221,1,1266307200
4,323,1,1266307199
4,529,1,1266307200
4,6528,1,1266307199
4,1031,1,1266307199
4,6381,1,1266225321
4,535,1,1266225048
4,1823,1,1266307200
4,351,1,1266194280
4,4723,1,1266197129
4,476,1,1266195368
4,1281,1,1267370408
4,1063,1,1266307199
4,5597,1,1266307200
4,174,1,1266307200
4,1189,1,1266224107
4,4059,1,1266270842
4,71,1,1266307202
4,5149,1,1267281801
4,10349,1,1266224107
4,1279,1,1266307204
4,4234,1,1266198796
4,5982,1,1266224107
4,3088,1,1266307200
4,1100,1,1266203466
4,1077,1,1266307200
4,6801,1,1266855694
4,1775,1,1266307200
4,117,1,1266307202
4,421,1,1266307200
4,378,1,1266307199
4,2001,1,1266307199
4,351,1,1266307200
4,863,1,1266307200
4,798,1,1266253455
4,4114,1,1266192000
4,193,1,1266307200
4,3213,1,1266298670
4,435,1,1266216108
4,1003,1,1266307200
4,187,1,1266307200
4,598,1,1266307199
4,187,1,1266222472
4,1557,1,1266307200
4,659,1,1266227061
4,3939,1,1268143137
4,1260,1,1266199198
4,15967,1,1266597188
4,3166,1,1266307200
4,191,1,1266245384
4,846,1,1266257245
4,3947,1,1266307200
4,2088,1,1267203301
4,1540,1,1266832125
4,337,1,1266192797
4,188,1,1266307202
4,3236,1,1266307200
4,717,1,1266307200
4,318,1,1266215580
4,3876,1,1266307200
4,4433,1,1266307200
4,2001,1,1266307199
4,3462,1,1266224107
4,1053,1,1266240106
4,1084,1,1267392686
4,2945,1,1268155447
4,4870,1,1266307199
4,9047,1,1266307200
4,265,1,1266238814
4,1443,1,1266481700
4,61,1,1266307200
4,3641,1,1266307200
4,3073,1,1266307200
4,70,1,1266307200
4,512,1,1266213224
4,75,1,1266210313
4,4227,1,1266289546
4,2374,1,1266307200
4,1508,1,1266307199
4,9338,1,1266307201
4,2420,1,1267099997
4,458,1,1266192035
4,4234,1,1266307203
4,325,1,1266225778
4,17,1,1266196611
4,3048,1,1268208000
4,1046,1,1266307200
4,6521,1,1266192000
4,13261,1,1266307200
4,2016,1,1266224107
4,1831,1,1266484339
4,4943,1,1266224107
4,48,1,1266247230
4,1540,1,1266307199
4,4161,1,1266192302
4,208,1,1266231793
4,737,1,1267009742
4,4909,1,1266307200
4,3253,1,1266217142
4,4433,1,1266307200
4,233,1,1266248757
4,580,1,1266307199
4,455,1,1266192029
4,329,1,1266218445
4,25,1,1266192060
4,330,1,1266355953
4,73,1,1266295399
4,3337,1,1266307200
4,3506,1,1266307200
4,1685,1,1266307200
4,2423,1,1266307200
4,244,1,1266307200
4,2619,1,1266307200
4,784,1,1266225321
4,2574,1,1266239905
4,653,1,1266192394
4,4410,1,1266266408
4,1508,1,1266194120
4,498,1,1266192127
4,817,1,1266221691
4,4825,1,1266224107
4,2239,1,1266307200
4,628,1,1266307202
4,267,1,1266307202
4,193,1,1266307200
4,774,1,1266224107
4,8459,1,1266307200
4,240,1,1266215167
4,1501,1,1266307200
4,10629,1,1266224107
4,5731,1,1266220325
4,756,1,1266280623
4,899,1,1266307200
4,1676,1,1266307200
4,1426,1,1266307200
4,4292,1,1266417895
4,274,1,1266832091
4,156,1,1266307200
4,25,1,1266192066
4,1022,1,1266226052
4,5881,1,1266224107
4,1280,1,1266307200
4,1596,1,1266307199
4,3814,1,1266307200
4,7685,1,1266224107
4,231,1,1267272740
4,932,1,1266307202
4,8671,1,1266307200
4,580,1,1266234277
4,1570,1,1267429866
4,1046,1,1266307200
4,4227,1,1266229692
4,2897,1,1266192150
4,4759,1,1266238540
4,2653,1,1266307200
4,498,1,1266194059
4,7909,1,1266307202
4,1258,1,1266307200
4,399,1,1266307200
4,625,1,1266832121
4,9681,1,1266341108
4,3337,1,1266307202
4,783,1,1266235706
4,2622,1,1266307202
4,747,1,1266437042
4,363,1,1266192250
4,65,1,1266307200
4,1194,1,1266307199
4,2552,1,1266307202
4,7187,1,1266192000
4,3109,1,1266307200
4,1145,1,1266220842
4,2540,1,1266192127
4,1148,1,1266307200
4,5994,1,1266307200
4,997,1,1266307201
4,816,1,1266195913
4,3357,1,1266205799
4,1255,1,1266307200
4,380,1,1266204949
4,630,1,1266253849
4,4059,1,1266270837
4,802,1,1266237800
4,1230,1,1266307200
4,895,1,1266307199
4,442,1,1266234052
4,6432,1,1266307200
4,9787,1,1266238540
4,9761,1,1266224107
4,3453,1,1266307200
4,9303,1,1266307199
4,390,1,1266215702
4,470,1,1266224107
4,1105,1,1266307203
4,2855,1,1266278400
4,294,1,1266224107
4,7447,1,1266238540
4,450,1,1266194059
4,320,1,1266307200
4,523,1,1266197613
4,62,1,1266280571
4,186,1,1266307200
4,2120,1,1266307199
4,163,1,1266307204
4,2918,1,1266307200
4,18781,1,1266192000
4,2540,1,1266194129
4,3506,1,1266307200
4,4227,1,1266332657
4,458,1,1266192029
4,117,1,1266307202
4,4883,1,1266224107
4,23,1,1266217779
4,4169,1,1266238905
4,1541,1,1266307199
4,140,1,1266307200
4,237,1,1266283270
4,3263,1,1266224107
4,381,1,1266226058
4,439,1,1266300245
4,1084,1,1267392685
4,362,1,1266225323
4,68,1,1266198159
4,105,1,1266192035
4,6818,1,1266307202
4,658,1,1266224107
4,292,1,1266307199
4,3324,1,1266307200
4,476,1,1266197133
4,835,1,1266307200
4,1393,1,1266307200
4,976,1,1266192455
4,758,1,1266224107
4,5057,1,1266225899
4,7024,1,1266307202
4,1002,1,1266307200
4,2766,1,1266243231
4,435,1,1266197613
4,3088,1,1266307200
4,2788,1,1266192727
4,2739,1,1266219614
4,877,1,1266257427
4,2697,1,1266224685
4,2688,1,1266307199
4,821,1,1266206708
4,4911,1,1266307200
4,706,1,1266196252
4,3947,1,1268045089
4,619,1,1266307199
4,7201,1,1266224107
4,90,1,1266194059
4,3372,1,1266307200
4,854,1,1266199047
4,1581,1,1266307200
4,758,1,1266224107
4,2959,1,1266225725
4,2543,1,1266307200
4,985,1,1266207846
4,85,1,1266253243
4,1702,1,1266225321
4,795,1,1266307202
4,318,1,1266232964
4,3462,1,1266307200
4,1817,1,1266307199
4,7465,1,1266347550
4,7972,1,1266307201
4,3166,1,1266218748
4,362,1,1266307199
4,1247,1,1266222092
4,524,1,1266307200
4,10,1,1266192066
4,3881,1,1266224107
4,809,1,1266198311
4,831,1,1266224107
4,14108,1,1266224107
4,1680,1,1266230609
4,16861,1,1266224107
4,247,1,1266245263
4,2143,1,1266307199
4,542,1,1266192060
4,20286,1,1266192000
4,440,1,1266246866
4,134,1,1266307202
4,4348,1,1266307200
4,3420,1,1266278199
4,789,1,1266192218
4,237,1,1266307200
4,3792,1,1267099997
4,4723,1,1266197129
4,2834,1,1266276085
4,1691,1,1266307199
4,802,1,1266237873
4,4036,1,1266225048
4,349,1,1266236160
4,700,1,1266245561
4,1440,1,1266307200
4,914,1,1266307199
4,6535,1,1266192000
4,795,1,1266307200
4,2114,1,1266307200
4,508,1,1266192212
4,361,1,1266307204
4,3104,1,1266307204
4,134,1,1266307201
4,1832,1,1266307202
4,734,1,1266307200
4,493,1,1266218840
4,9972,1,1266242284
4,3622,1,1266225321
4,841,1,1266225169
4,1795,1,1266296520
4,1255,1,1266307199
4,2223,1,1266222688
4,756,1,1266280632
4,2972,1,1267170705
4,9047,1,1266307200
4,2821,1,1266269655
4,6796,1,1266307199
4,6332,1,1266218658
4,2278,1,1266307200
4,5731,1,1266220325
4,364,1,1266307199
4,756,1,1266307200
4,1491,1,1266307200
4,21136,1,1266192000
4,1480,1,1266540662
4,185,1,1266268645
4,1939,1,1266215197
4,2441,1,1266307199
4,188,1,1266307202
4,3751,1,1266307200
4,266,1,1266307199
4,699,1,1267012352
4,1687,1,1266211650
4,2226,1,1266307202
4,8402,1,1266224107
4,62,1,1266280563
4,2728,1,1266192394
4,4468,1,1266224107
4,413,1,1266307200
4,3814,1,1266207495
4,847,1,1266192029
4,3872,1,1266307200
4,449,1,1266219507
4,1223,1,1266224107
4,60,1,1266276265
4,832,1,1266224107
4,4414,1,1266192515
4,173,1,1266242169
4,292,1,1266307199
4,7610,1,1266222062
4,489,1,1266240056
4,21678,1,1266224107
4,702,1,1267152191
4,21767,1,1266192000
4,324,1,1266307200
4,322,1,1266307199
4,3049,1,1266213255
4,1577,1,1266307199
4,343,1,1266307200
4,856,1,1267099954
4,7378,1,1266307200
4,7981,1,1266307199
4,2688,1,1266307199
4,524,1,1266307200
4,3166,1,1266218762
4,2804,1,1266224107
4,22071,1,1266307200
4,2101,1,1266307200
4,128,1,1266307203
4,1939,1,1266200675
4,771,1,1266307199
4,4471,1,1266307202
4,1282,1,1266307200
4,3272,1,1267275549
4,1543,1,1266307199
4,835,1,1266307199
4,10298,1,1266598755
4,48,1,1266247209
4,4292,1,1266307200
4,2420,1,1266238540
4,702,1,1266192000
4,3368,1,1266307202
4,3223,1,1266307199
4,6931,1,1267786339
4,2767,1,1266307202
4,5064,1,1268147034
4,3083,1,1266194120
4,3236,1,1266192000
4,1251,1,1266200191
4,2645,1,1266307200
4,373,1,1266307199
4,342,1,1268147352
4,581,1,1266307200
4,1558,1,1266307200
4,4114,1,1266307200
4,542,1,1266307200
4,1003,1,1266307200
4,976,1,1266192029
4,414,1,1266279419
4,522,1,1266192029
4,695,1,1266195130
4,776,1,1266302061
4,7473,1,1266307200
4,1301,1,1266197310
4,1032,1,1266193978
4,595,1,1266307200
4,1031,1,1266307199
4,685,1,1266192696
4,455,1,1266192120
4,1087,1,1266216900
4,39,1,1266192029
4,185,1,1266201888
4,3233,1,1266307202
4,22995,1,1266192000
4,1998,1,1266307199
4,467,1,1266307200
4,1656,1,1266307200
4,747,1,1266238540
4,378,1,1266307199
4,1623,1,1266307200
4,742,1,1266466187
4,821,1,1266206722
4,1281,1,1266307200
4,959,1,1266394637
4,341,1,1266307200
4,992,1,1266307199
4,6311,1,1266228995
4,3073,1,1266307200
4,9619,1,1266224107
4,5615,1,1266225321
4,1257,1,1266307199
4,7132,1,1266192000
4,6416,1,1266307200
4,3048,1,1268208000
4,1570,1,1266307200
4,2574,1,1266207421
4,2954,1,1266192029
4,562,1,1266238540
4,659,1,1266204979
4,789,1,1266192029
4,2409,1,1266307200
4,10266,1,1266307202
4,453,1,1266205267
4,2621,1,1266192000
4,403,1,1266307200
4,5778,1,1266307202
4,77,1,1266228753
4,3262,1,1266237921
4,254,1,1266307200
4,1343,1,1266307200
4,799,1,1268148415
4,4234,1,1266194120
4,338,1,1266307199
4,2420,1,1266238540
4,2176,1,1266307200
4,3022,1,1266251668
4,7078,1,1266192000
4,4558,1,1266194120
4,234,1,1266307202
4,710,1,1266398396
4,268,1,1266307199
4,2790,1,1266195822
4,9972,1,1266242320
4,2728,1,1266192060
4,355,1,1266192035
4,3002,1,1266193303
4,1561,1,1266307200
4,182,1,1266192060
4,1795,1,1266307200
4,4161,1,1266307200
4,208,1,1266195003
4,3036,1,1266307200
4,965,1,1266194120
4,3357,1,1266765047
4,791,1,1266230207
4,293,1,1266236540
4,3292,1,1266192000
4,71,1,1266307200
4,559,1,1266224107
4,1135,1,1266195950
4,149,1,1266192060
4,556,1,1266217082
4,1115,1,1266307199
4,1652,1,1266307199
4,1230,1,1267759011
4,742,1,1266224108
4,1760,1,1266218748
4,205,1,1267542466
4,3971,1,1266307200
4,6931,1,1266224107
4,6796,1,1266192576
4,1596,1,1266307199
4,3798,1,1266307202
4,2136,1,1266420992
4,3177,1,1266246046
4,895,1,1266208313
4,6252,1,1266249940
4,1107,1,1266257034
4,1538,1,1266307200
4,977,1,1266193120
4,3309,1,1266202770
4,816,1,1266195950
4,2639,1,1266307199
4,3364,1,1266307200
4,1008,1,1266224107
4,1561,1,1266307200
4,997,1,1266307201
4,2216,1,1266307199
4,2790,1,1266307202
4,36,1,1266307199
4,908,1,1266307200
4,3394,1,1266242654
4,400,1,1266307200
4,1775,1,1266307200
4,3305,1,1266194129
4,1938,1,1266197794
4,221,1,1266210519
4,215,1,1266307202
4,68,1,1267795788
4,1282,1,1267538219
4,2016,1,1266232065
4,274,1,1266832125
4,880,1,1266224107
4,598,1,1266225057
4,1567,1,1266307200
4,12294,1,1266307204
4,3947,1,1266307200
4,2457,1,1266307202
4,900,1,1266307200
4,1162,1,1266307200
4,3077,1,1266248179
4,265,1,1266197803
4,2756,1,1266307200
4,41,1,1266200720
4,1893,1,1266307202
4,5257,1,1266224107
4,6194,1,1266307200
4,1057,1,1266224107
4,2341,1,1266307200
4,3742,1,1266307200
4,2216,1,1266225694
4,685,1,1266192766
4,2814,1,1266213638
4,2559,1,1266224107
4,791,1,1266230207
4,363,1,1266192029
4,1543,1,1266307200
4,1135,1,1266195944
4,2375,1,1266307202
4,1649,1,1266272114
4,328,1,1266307200
4,2300,1,1266194069
4,43,1,1266193786
4,1950,1,1266224107
4,3036,1,1266243261
4,233,1,1266307200
4,700,1,1266213648
4,105,1,1266192029
4,1641,1,1266224107
4,2094,1,1268208000
4,5149,1,1266307200
4,1338,1,1266225321
4,103,1,1266199211
4,5930,1,1266321619
4,5600,1,1266307200
4,1130,1,1266238540
4,7685,1,1266224107
4,3188,1,1266307200
4,1676,1,1266307199
4,7835,1,1266224107
4,710,1,1266307200
4,5335,1,1266581838
4,4558,1,1266192035
4,9381,1,1266225048
4,421,1,1266307200
4,5,1,1266276265
